"lat","lon","year","pop1","citystate","vc_per100k"
39.8403147,-88.9548001,1994,85280,"Decatur IL",0
39.8403147,-88.9548001,2003,80177,"Decatur IL",0
39.8403147,-88.9548001,1998,81641,"Decatur IL",0
39.8403147,-88.9548001,1997,84122,"Decatur IL",0
39.8403147,-88.9548001,1996,83776,"Decatur IL",0
39.8403147,-88.9548001,2000,81860,"Decatur IL",0
39.8403147,-88.9548001,2002,83055,"Decatur IL",0
26.4614625,-80.0728201,1996,52660,"Delray Beach FL",0
41.6005448,-93.6091064,1991,194570,"Des Moines IA",0
42.0333623,-87.8833991,2005,56449,"Des Plaines IL",0
42.0333623,-87.8833991,1995,53247,"Des Plaines IL",0
42.0333623,-87.8833991,2002,59577,"Des Plaines IL",0
42.0333623,-87.8833991,1997,53543,"Des Plaines IL",0
42.0333623,-87.8833991,2001,59018,"Des Plaines IL",0
42.0333623,-87.8833991,2003,58979,"Des Plaines IL",0
42.0333623,-87.8833991,2004,56718,"Des Plaines IL",0
42.0333623,-87.8833991,1999,55653,"Des Plaines IL",0
42.0333623,-87.8833991,2000,58720,"Des Plaines IL",0
42.0333623,-87.8833991,1996,53323,"Des Plaines IL",0
42.0333623,-87.8833991,1998,55425,"Des Plaines IL",0
42.0333623,-87.8833991,1972,57665,"Des Plaines IL",0
41.8089191,-88.0111746,1999,52073,"Downers Grove IL",0
41.8089191,-88.0111746,1997,51242,"Downers Grove IL",0
41.8089191,-88.0111746,1995,50958,"Downers Grove IL",0
41.8089191,-88.0111746,1998,51331,"Downers Grove IL",0
41.8089191,-88.0111746,1996,51031,"Downers Grove IL",0
33.9401088,-118.1331593,1960,82505,"Downey CA",0
42.5005583,-90.6645718,1991,57924,"Dubuque IA",0
44.811349,-91.4984941,1998,58030,"Eau Claire WI",0
42.0354084,-88.2825668,1996,68910,"Elgin IL",0
42.0354084,-88.2825668,2005,77658,"Elgin IL",0
42.0354084,-88.2825668,1999,70050,"Elgin IL",0
42.0354084,-88.2825668,1972,50296,"Elgin IL",0
42.0354084,-88.2825668,1997,69195,"Elgin IL",0
42.0354084,-88.2825668,2000,74013,"Elgin IL",0
42.0354084,-88.2825668,2002,75094,"Elgin IL",0
42.0354084,-88.2825668,1998,71684,"Elgin IL",0
42.0354084,-88.2825668,2001,74388,"Elgin IL",0
42.0354084,-88.2825668,2004,76870,"Elgin IL",0
42.0354084,-88.2825668,1995,68811,"Elgin IL",0
42.0354084,-88.2825668,2003,76215,"Elgin IL",0
41.3683798,-82.1076486,1995,57370,"Elyria OH",0
41.3683798,-82.1076486,1997,57549,"Elyria OH",0
41.3683798,-82.1076486,1994,57688,"Elyria OH",0
41.3683798,-82.1076486,2002,56289,"Elyria OH",0
41.3683798,-82.1076486,1993,57631,"Elyria OH",0
41.3683798,-82.1076486,2001,56054,"Elyria OH",0
41.3683798,-82.1076486,2003,56355,"Elyria OH",0
41.3683798,-82.1076486,1999,56515,"Elyria OH",0
41.3683798,-82.1076486,1996,57483,"Elyria OH",0
41.3683798,-82.1076486,1998,57076,"Elyria OH",0
41.3683798,-82.1076486,2000,55953,"Elyria OH",0
41.3683798,-82.1076486,2004,56210,"Elyria OH",0
41.5931049,-81.5267873,1995,53485,"Euclid OH",0
41.5931049,-81.5267873,1993,54609,"Euclid OH",0
42.0450722,-87.6876969,1997,74332,"Evanston IL",0
42.0450722,-87.6876969,2000,74239,"Evanston IL",0
42.0450722,-87.6876969,1998,72362,"Evanston IL",0
42.0450722,-87.6876969,1999,72424,"Evanston IL",0
42.0450722,-87.6876969,2002,75323,"Evanston IL",0
42.0450722,-87.6876969,2003,73729,"Evanston IL",0
42.0450722,-87.6876969,2001,74616,"Evanston IL",0
42.0450722,-87.6876969,1996,74026,"Evanston IL",0
42.0450722,-87.6876969,2005,75104,"Evanston IL",0
42.0450722,-87.6876969,1995,73920,"Evanston IL",0
42.0450722,-87.6876969,2004,74713,"Evanston IL",0
47.9789848,-122.2020794,1995,77948,"Everett WA",0
47.9789848,-122.2020794,1996,79411,"Everett WA",0
26.1224386,-80.1373174,1988,155694,"Fort Lauderdale FL",0
35.3859242,-94.3985475,1960,52991,"Fort Smith AR",0
42.279286,-71.4161565,1994,66236,"Framingham MA",0
29.6516344,-82.3248262,1996,90618,"Gainesville FL",0
29.6516344,-82.3248262,1988,89915,"Gainesville FL",0
39.1434406,-77.2013705,2002,54219,"Gaithersburg MD",0
39.1434406,-77.2013705,2003,56824,"Gaithersburg MD",0
39.1434406,-77.2013705,2005,58533,"Gaithersburg MD",0
39.1434406,-77.2013705,2009,59440,"Gaithersburg MD",0
39.1434406,-77.2013705,2004,57877,"Gaithersburg MD",0
39.1434406,-77.2013705,2001,53394,"Gaithersburg MD",0
39.1434406,-77.2013705,2006,57856,"Gaithersburg MD",0
39.1434406,-77.2013705,2010,59933,"Gaithersburg MD",0
39.1434406,-77.2013705,2000,52613,"Gaithersburg MD",0
39.1434406,-77.2013705,2008,58302,"Gaithersburg MD",0
39.1434406,-77.2013705,2007,58782,"Gaithersburg MD",0
29.3013479,-94.7976958,2001,58546,"Galveston TX",0
29.3013479,-94.7976958,2002,59795,"Galveston TX",0
47.4941836,-111.2833449,1995,59154,"Great Falls MT",0
47.4941836,-111.2833449,1994,59017,"Great Falls MT",0
47.4941836,-111.2833449,1998,56641,"Great Falls MT",0
47.4941836,-111.2833449,1997,59819,"Great Falls MT",0
47.4941836,-111.2833449,1993,57799,"Great Falls MT",0
47.4941836,-111.2833449,1996,59819,"Great Falls MT",0
35.612661,-77.3663538,2010,84554,"Greenville NC",0
41.3838782,-72.9026064,1978,50077,"Hamden CT",0
25.8575963,-80.2781057,1988,168586,"Hialeah FL",0
25.8575963,-80.2781057,1993,194489,"Hialeah FL",0
25.8575963,-80.2781057,1994,198384,"Hialeah FL",0
42.0629915,-88.1227199,2002,50217,"Hoffman Estates IL",0
42.0629915,-88.1227199,2008,53594,"Hoffman Estates IL",0
42.0629915,-88.1227199,2005,50018,"Hoffman Estates IL",0
42.0629915,-88.1227199,2007,52888,"Hoffman Estates IL",0
42.0629915,-88.1227199,2004,50346,"Hoffman Estates IL",0
42.0629915,-88.1227199,2009,54100,"Hoffman Estates IL",0
42.0629915,-88.1227199,2003,50004,"Hoffman Estates IL",0
42.0629915,-88.1227199,2006,52326,"Hoffman Estates IL",0
26.0112014,-80.1494901,1988,126666,"Hollywood FL",0
21.3069444,-157.8583333,1989,848959,"Honolulu HI",0
33.4053867,-86.8113781,2005,48718,"Hoover AL",0
33.4053867,-86.8113781,2001,47049,"Hoover AL",0
38.4192496,-82.445154,1999,48259,"Huntington WV",0
41.6611277,-91.5301683,1992,60495,"Iowa City IA",0
41.6611277,-91.5301683,1991,60130,"Iowa City IA",0
43.2133955,-77.5797226,1963,59718,"Irondequoit NY",0
43.2133955,-77.5797226,1962,58893,"Irondequoit NY",0
43.2133955,-77.5797226,1960,55337,"Irondequoit NY",0
30.3321838,-81.655651,1988,645024,"Jacksonville FL",0
42.6827885,-89.0187222,1998,59724,"Janesville WI",0
41.525031,-88.0817251,1997,80465,"Joliet IL",0
41.525031,-88.0817251,1999,92921,"Joliet IL",0
41.525031,-88.0817251,1998,90866,"Joliet IL",0
41.525031,-88.0817251,1972,79465,"Joliet IL",0
41.525031,-88.0817251,2000,106221,"Joliet IL",0
41.525031,-88.0817251,1996,80134,"Joliet IL",0
41.525031,-88.0817251,1995,80019,"Joliet IL",0
42.2917069,-85.5872286,1997,84032,"Kalamazoo MI",0
39.114053,-94.6274636,2002,148367,"Kansas City KS",0
39.114053,-94.6274636,1995,143244,"Kansas City KS",0
39.114053,-94.6274636,1996,143635,"Kansas City KS",0
39.114053,-94.6274636,1998,142227,"Kansas City KS",0
39.114053,-94.6274636,2001,147206,"Kansas City KS",0
39.114053,-94.6274636,2003,147391,"Kansas City KS",0
39.114053,-94.6274636,1999,142640,"Kansas City KS",0
39.114053,-94.6274636,1997,144919,"Kansas City KS",0
39.114053,-94.6274636,2000,146866,"Kansas City KS",0
39.114053,-94.6274636,1994,148778,"Kansas City KS",0
29.9940924,-90.2417434,1986,74558,"Kenner LA",0
29.9940924,-90.2417434,1987,75032,"Kenner LA",0
29.9940924,-90.2417434,1988,74252,"Kenner LA",0
42.5847425,-87.8211854,1998,88712,"Kenosha WI",0
40.486427,-86.1336033,1978,51898,"Kokomo IN",0
43.8013556,-91.2395807,1998,50894,"La Crosse WI",0
28.0394654,-81.9498042,1988,65364,"Lakeland FL",0
28.0394654,-81.9498042,1996,73538,"Lakeland FL",0
33.8536269,-118.1339563,1970,82973,"Lakewood CA",0
33.8536269,-118.1339563,1961,67126,"Lakewood CA",0
33.8536269,-118.1339563,1962,67893,"Lakewood CA",0
33.8536269,-118.1339563,1964,70715,"Lakewood CA",0
33.8536269,-118.1339563,1969,87898,"Lakewood CA",0
33.8536269,-118.1339563,1965,71300,"Lakewood CA",0
33.8536269,-118.1339563,1963,75934,"Lakewood CA",0
33.8536269,-118.1339563,1968,87227,"Lakewood CA",0
33.8536269,-118.1339563,1966,83773,"Lakewood CA",0
33.8536269,-118.1339563,1967,71300,"Lakewood CA",0
33.8536269,-118.1339563,1960,67126,"Lakewood CA",0
39.7047095,-105.0813734,1998,139469,"Lakewood CO",0
27.9094665,-82.7873244,1996,69890,"Largo FL",0
27.9094665,-82.7873244,1988,64902,"Largo FL",0
32.3199396,-106.7636538,1993,67894,"Las Cruces NM",0
26.1403635,-80.2133808,1996,53689,"Lauderhill FL",0
26.1403635,-80.2133808,1997,54636,"Lauderhill FL",0
38.9716689,-95.2352501,1998,73982,"Lawrence KS",0
38.9716689,-95.2352501,1997,72871,"Lawrence KS",0
38.9716689,-95.2352501,1993,68255,"Lawrence KS",0
38.9716689,-95.2352501,1999,74950,"Lawrence KS",0
38.9716689,-95.2352501,1996,72226,"Lawrence KS",0
38.9716689,-95.2352501,1995,72030,"Lawrence KS",0
38.9716689,-95.2352501,1994,68875,"Lawrence KS",0
42.7070354,-71.1631137,1986,64814,"Lawrence MA",0
42.7070354,-71.1631137,1985,65207,"Lawrence MA",0
38.0405837,-84.5037164,1988,221167,"Lexington KY",0
40.1672068,-105.1019275,2005,81416,"Longmont CO",0
40.1672068,-105.1019275,2004,80163,"Longmont CO",0
38.2526647,-85.7584557,1988,285323,"Louisville KY",0
42.6334247,-71.3161718,1990,103439,"Lowell MA",0
42.6334247,-71.3161718,1992,103122,"Lowell MA",0
42.6334247,-71.3161718,1989,94383,"Lowell MA",0
42.6334247,-71.3161718,1988,93534,"Lowell MA",0
42.6334247,-71.3161718,1991,103088,"Lowell MA",0
42.466763,-70.9494938,1974,88488,"Lynn MA",0
42.4250964,-71.066163,2001,56608,"Malden MA",0
42.4250964,-71.066163,2002,57038,"Malden MA",0
39.1836082,-96.5716694,2008,52507,"Manhattan KS",0
39.1836082,-96.5716694,2009,53008,"Manhattan KS",0
39.1836082,-96.5716694,2007,51371,"Manhattan KS",0
39.1836082,-96.5716694,2010,52135,"Manhattan KS",0
40.75839,-82.5154471,1988,51900,"Mansfield OH",0
28.0836269,-80.6081089,2000,71382,"Melbourne FL",0
28.0836269,-80.6081089,1988,60624,"Melbourne FL",0
25.790654,-80.1300455,1988,99010,"Miami Beach FL",0
25.7616798,-80.1917902,1988,389720,"Miami FL",0
41.2306979,-73.064036,1978,50077,"Milford CT",0
41.2306979,-73.064036,1975,50520,"Milford CT",0
41.2306979,-73.064036,1974,51100,"Milford CT",0
41.2306979,-73.064036,1973,51966,"Milford CT",0
41.2306979,-73.064036,1976,50916,"Milford CT",0
41.2306979,-73.064036,1977,50408,"Milford CT",0
46.8625,-114.011667,2004,61334,"Missoula MT",0
46.8625,-114.011667,2002,57512,"Missoula MT",0
46.8625,-114.011667,2003,60053,"Missoula MT",0
46.8625,-114.011667,2001,57195,"Missoula MT",0
46.8625,-114.011667,2000,57053,"Missoula MT",0
46.8625,-114.011667,1998,51580,"Missoula MT",0
32.5093109,-92.1193012,2003,52520,"Monroe LA",0
32.5093109,-92.1193012,2002,53270,"Monroe LA",0
32.3668052,-86.2999689,1964,142562,"Montgomery AL",0
42.0664167,-87.9372908,2002,57086,"Mount Prospect IL",0
42.0664167,-87.9372908,2001,56550,"Mount Prospect IL",0
42.0664167,-87.9372908,2004,56049,"Mount Prospect IL",0
42.0664167,-87.9372908,1999,53950,"Mount Prospect IL",0
42.0664167,-87.9372908,2008,53405,"Mount Prospect IL",0
42.0664167,-87.9372908,1995,53960,"Mount Prospect IL",0
42.0664167,-87.9372908,2007,53849,"Mount Prospect IL",0
42.0664167,-87.9372908,2005,55243,"Mount Prospect IL",0
42.0664167,-87.9372908,1996,54037,"Mount Prospect IL",0
42.0664167,-87.9372908,2006,54775,"Mount Prospect IL",0
42.0664167,-87.9372908,1997,54260,"Mount Prospect IL",0
42.0664167,-87.9372908,2003,56334,"Mount Prospect IL",0
42.0664167,-87.9372908,1998,54620,"Mount Prospect IL",0
42.0664167,-87.9372908,2000,56265,"Mount Prospect IL",0
40.1933767,-85.3863599,1999,67976,"Muncie IN",0
40.1933767,-85.3863599,1998,69089,"Muncie IN",0
40.1933767,-85.3863599,1993,73122,"Muncie IN",0
40.1933767,-85.3863599,1992,72544,"Muncie IN",0
40.1933767,-85.3863599,1991,71878,"Muncie IN",0
35.8456213,-86.39027,1995,57073,"Murfreesboro TN",0
35.8456213,-86.39027,1997,58289,"Murfreesboro TN",0
35.8456213,-86.39027,1996,57768,"Murfreesboro TN",0
42.7653662,-71.467566,2003,88574,"Nashua NH",0
42.7653662,-71.467566,2001,88245,"Nashua NH",0
42.7653662,-71.467566,1999,83284,"Nashua NH",0
42.7653662,-71.467566,2004,88086,"Nashua NH",0
42.7653662,-71.467566,2000,86605,"Nashua NH",0
42.7653662,-71.467566,1997,82211,"Nashua NH",0
42.7653662,-71.467566,1998,83034,"Nashua NH",0
42.7653662,-71.467566,2002,89357,"Nashua NH",0
41.6612104,-72.7795419,1976,79501,"New Britain CT",0
42.3370413,-71.2092214,1976,89209,"Newton MA",0
43.0962143,-79.0377388,1999,56835,"Niagara Falls NY",0
40.5142026,-88.9906312,2007,51458,"Normal IL",0
40.5142026,-88.9906312,2006,50195,"Normal IL",0
40.5142026,-88.9906312,2008,52536,"Normal IL",0
36.1988592,-115.1175013,1992,52674,"North Las Vegas NV",0
36.1988592,-115.1175013,1989,54227,"North Las Vegas NV",0
36.1988592,-115.1175013,1991,50968,"North Las Vegas NV",0
25.8900949,-80.1867138,1996,55218,"North Miami FL",0
33.9022367,-118.081733,1966,91600,"Norwalk CA",0
33.9022367,-118.081733,1962,91015,"Norwalk CA",0
33.9022367,-118.081733,1964,95213,"Norwalk CA",0
33.9022367,-118.081733,1965,91600,"Norwalk CA",0
33.9022367,-118.081733,1969,96537,"Norwalk CA",0
33.9022367,-118.081733,1967,91600,"Norwalk CA",0
33.9022367,-118.081733,1960,88739,"Norwalk CA",0
33.9022367,-118.081733,1963,100316,"Norwalk CA",0
33.9022367,-118.081733,1970,91827,"Norwalk CA",0
33.9022367,-118.081733,1968,96285,"Norwalk CA",0
33.9022367,-118.081733,1961,88739,"Norwalk CA",0
41.719978,-87.7479528,1998,58315,"Oak Lawn IL",0
41.719978,-87.7479528,2001,55525,"Oak Lawn IL",0
41.719978,-87.7479528,2002,56052,"Oak Lawn IL",0
41.719978,-87.7479528,2004,55398,"Oak Lawn IL",0
41.719978,-87.7479528,1995,57066,"Oak Lawn IL",0
41.719978,-87.7479528,2005,54469,"Oak Lawn IL",0
41.719978,-87.7479528,1999,58128,"Oak Lawn IL",0
41.719978,-87.7479528,1972,60779,"Oak Lawn IL",0
41.719978,-87.7479528,2000,55245,"Oak Lawn IL",0
41.719978,-87.7479528,2003,55639,"Oak Lawn IL",0
41.719978,-87.7479528,1996,57148,"Oak Lawn IL",0
41.719978,-87.7479528,1994,57018,"Oak Lawn IL",0
41.719978,-87.7479528,1997,57384,"Oak Lawn IL",0
41.8850317,-87.7845025,2004,51065,"Oak Park IL",0
41.8850317,-87.7845025,1998,52139,"Oak Park IL",0
41.8850317,-87.7845025,2002,53291,"Oak Park IL",0
41.8850317,-87.7845025,2000,52524,"Oak Park IL",0
41.8850317,-87.7845025,1994,54864,"Oak Park IL",0
41.8850317,-87.7845025,2001,52790,"Oak Park IL",0
41.8850317,-87.7845025,1972,62889,"Oak Park IL",0
41.8850317,-87.7845025,1995,54746,"Oak Park IL",0
41.8850317,-87.7845025,1997,55050,"Oak Park IL",0
41.8850317,-87.7845025,1996,54824,"Oak Park IL",0
41.8850317,-87.7845025,2005,51192,"Oak Park IL",0
41.8850317,-87.7845025,1999,50995,"Oak Park IL",0
41.8850317,-87.7845025,2003,51818,"Oak Park IL",0
37.8043637,-122.2711137,1995,368771,"Oakland CA",0
29.1871986,-82.1400923,1996,54929,"Ocala FL",0
38.8813958,-94.8191285,1997,73617,"Olathe KS",0
38.8813958,-94.8191285,1995,72767,"Olathe KS",0
38.8813958,-94.8191285,1994,68556,"Olathe KS",0
38.8813958,-94.8191285,1996,72965,"Olathe KS",0
38.8813958,-94.8191285,1993,67939,"Olathe KS",0
38.8813958,-94.8191285,1998,81594,"Olathe KS",0
38.8813958,-94.8191285,1999,85843,"Olathe KS",0
38.8813958,-94.8191285,2003,101698,"Olathe KS",0
41.6303103,-87.8539425,2005,54902,"Orland Park IL",0
41.6303103,-87.8539425,2001,51330,"Orland Park IL",0
41.6303103,-87.8539425,2000,51077,"Orland Park IL",0
41.6303103,-87.8539425,2002,51817,"Orland Park IL",0
41.6303103,-87.8539425,2004,54200,"Orland Park IL",0
41.6303103,-87.8539425,2003,53503,"Orland Park IL",0
28.5383355,-81.3792365,1988,155673,"Orlando FL",0
44.0247062,-88.5426136,1998,58802,"Oshkosh WI",0
38.9822282,-94.6707917,2003,158875,"Overland Park KS",0
38.9822282,-94.6707917,1996,126107,"Overland Park KS",0
38.9822282,-94.6707917,1999,141012,"Overland Park KS",0
38.9822282,-94.6707917,1997,127234,"Overland Park KS",0
38.9822282,-94.6707917,1995,125764,"Overland Park KS",0
38.9822282,-94.6707917,1998,135931,"Overland Park KS",0
38.9822282,-94.6707917,1994,121108,"Overland Park KS",0
37.7719074,-87.1111676,1988,56581,"Owensboro KY",0
37.7719074,-87.1111676,2007,55702,"Owensboro KY",0
42.1103041,-88.03424,2006,67593,"Palatine IL",0
42.1103041,-88.03424,2009,67162,"Palatine IL",0
42.1103041,-88.03424,2001,65811,"Palatine IL",0
