"lat","lon","year","pop1","citystate","murder_per100k"
39.9242266,-83.8088171,2004,64614,"Springfield OH",9.28591326957006
27.9658533,-82.8001026,2010,107685,"Clearwater FL",9.28634443051493
37.688889,-97.336111,1962,258424,"Wichita KS",9.28706312107235
33.9401088,-118.1331593,1994,96902,"Downey CA",9.28773399929826
33.9137085,-98.4933873,1993,96887,"Wichita Falls TX",9.28917192192967
34.769536,-92.2670941,1982,64587,"North Little Rock AR",9.28979516001672
33.9533487,-117.3961564,1973,150700,"Riverside CA",9.2899800928998
38.0405837,-84.5037164,1982,204505,"Lexington KY",9.29072638810787
35.6145169,-88.8139469,1989,53807,"Jackson TN",9.29247123980151
42.324204,-83.400211,1994,86085,"Westland MI",9.29314050066794
33.8816818,-118.1170117,2003,75307,"Bellflower CA",9.2952846348945
34.0805651,-118.072846,2010,53764,"Rosemead CA",9.29990328100588
31.8456816,-102.3676431,1988,96770,"Odessa TX",9.30040301746409
44.977753,-93.2650108,1965,483829,"Minneapolis MN",9.30080668996691
31.5785074,-84.155741,1997,86013,"Albany GA",9.30091962842826
47.2528768,-122.4442906,1965,150500,"Tacoma WA",9.30232558139535
43.0481221,-76.1474244,1987,161228,"Syracuse NY",9.30359490907287
32.3512601,-95.3010624,1963,53736,"Tyler TX",9.30474914396308
34.0165053,-118.1137535,2004,64482,"Montebello CA",9.30492230389876
40.1053196,-85.6802541,1981,64479,"Anderson IN",9.30535523193598
38.0405837,-84.5037164,1981,204171,"Lexington KY",9.30592493547076
35.3732921,-119.0187125,2000,247057,"Bakersfield CA",9.30959252318291
41.223,-111.9738304,1980,64444,"Ogden UT",9.3104090373037
33.1580933,-117.3505939,1991,64440,"Carlsbad CA",9.31098696461825
42.492786,-92.3425775,1975,75176,"Waterloo IA",9.31148238799617
32.5251516,-93.7501789,1967,182558,"Shreveport LA",9.31210902836359
41.525031,-88.0817251,2003,118111,"Joliet IL",9.31327310750057
40.1053196,-85.6802541,1980,64421,"Anderson IN",9.31373309945515
33.2098407,-87.5691735,1983,75117,"Tuscaloosa AL",9.31879601155531
40.6084305,-75.4901833,2010,118032,"Allentown PA",9.31950657448827
42.6525793,-73.7562317,2002,96571,"Albany NY",9.31956798624846
34.2284312,-92.0031955,1965,53647,"Pine Bluff AR",9.32018565809831
41.7637111,-72.6850932,1992,139477,"Hartford CT",9.32053313449529
40.6639916,-74.2107006,1987,107271,"Elizabeth NJ",9.32218400126782
30.4382559,-84.2807329,1981,85814,"Tallahassee FL",9.32248817209313
38.8048355,-77.0469214,1964,117972,"Alexandria VA",9.32424643135659
33.7739053,-117.9414477,1981,128668,"Garden Grove CA",9.32632822457798
40.6259316,-75.3704579,2006,53583,"Bethlehem PA",9.33131776869529
30.2240897,-92.0198427,1989,85725,"Lafayette LA",9.33216681248177
34.1808392,-118.3089661,1973,85700,"Burbank CA",9.33488914819137
42.324204,-83.400211,1995,85696,"Westland MI",9.33532486930545
40.767323,-74.2048677,2010,64270,"East Orange NJ",9.33561537264665
32.7459645,-96.9977846,1992,96397,"Grand Prairie TX",9.33639013662251
27.5305671,-99.4803241,1987,117811,"Laredo TX",9.33698890595955
42.3265152,-122.8755949,1995,53548,"Medford OR",9.33741689698962
33.9022367,-118.081733,2002,107093,"Norwalk CA",9.33767846637969
36.6777372,-121.6555013,1974,64250,"Salinas CA",9.33852140077821
42.3211522,-85.1797142,1990,53540,"Battle Creek MI",9.33881210310049
29.7355047,-94.9774274,1984,64226,"Baytown TX",9.34201102357301
36.7682088,-76.2874927,1989,149830,"Chesapeake VA",9.34392311286124
41.9778795,-91.6656232,1968,107000,"Cedar Rapids IA",9.34579439252336
34.1808392,-118.3089661,1978,85588,"Burbank CA",9.34710473430855
33.8352932,-117.9145036,1975,192454,"Anaheim CA",9.35288432560508
35.2219971,-101.8312969,2009,106911,"Amarillo TX",9.35357446848313
35.110703,-106.609991,2007,513124,"Albuquerque NM",9.35446402818812
26.1224386,-80.1373174,1997,171023,"Fort Lauderdale FL",9.35546680855791
30.267153,-97.7430608,1995,523691,"Austin TX",9.35666261211287
40.75839,-82.5154471,1995,53426,"Mansfield OH",9.35873919065624
40.5865396,-122.3916754,1988,53416,"Redding CA",9.3604912385802
25.9017472,-97.4974838,1996,117511,"Brownsville TX",9.36082579503195
41.308274,-72.9278835,1982,128135,"New Haven CT",9.365122722129
37.3382082,-121.8863286,1967,384400,"San Jose CA",9.36524453694069
33.952602,-84.5499327,1997,53361,"Marietta GA",9.37013924026911
30.4382559,-84.2807329,2010,181376,"Tallahassee FL",9.3727946365561
43.0481221,-76.1474244,1996,160033,"Syracuse NY",9.37306680497147
34.1425078,-118.255075,2005,202663,"Glendale CA",9.37516961655556
32.5159852,-93.7321228,1994,53318,"Bossier City LA",9.37769608762519
43.100903,-75.232664,1997,63980,"Utica NY",9.37793060331354
33.952602,-84.5499327,1998,53316,"Marietta GA",9.37804786555631
34.5794343,-118.1164613,1993,85293,"Palmdale CA",9.37943324774601
36.0726354,-79.7919754,2000,223891,"Greensboro NC",9.37956416291856
37.688889,-97.336111,1983,287807,"Wichita KS",9.3812867650891
33.9533487,-117.3961564,2003,277103,"Riverside CA",9.3827926799782
34.095287,-118.1270146,1998,85253,"Alhambra CA",9.38383399997654
41.0814447,-81.5190053,1979,245051,"Akron OH",9.38580132298991
41.452819,-82.1823746,1980,74580,"Lorain OH",9.38589434164655
30.421309,-87.2169149,1985,63924,"Pensacola FL",9.38614604843251
40.8567662,-74.1284764,1977,53269,"Passaic NJ",9.38632225121553
31.8456816,-102.3676431,1989,95872,"Odessa TX",9.38751668891856
32.0835407,-81.0998342,1963,138457,"Savannah GA",9.38919664589006
37.6390972,-120.9968782,1997,181052,"Modesto CA",9.38956763802664
27.5305671,-99.4803241,1974,74545,"Laredo TX",9.39030116037293
32.608611,-83.638056,2003,53242,"Warner Robins GA",9.39108222831599
44.0520691,-123.0867536,1976,95834,"Eugene OR",9.3912390174677
30.080174,-94.1265562,1988,117129,"Beaumont TX",9.3913548309983
34.1083449,-117.2897652,1968,106480,"San Bernardino CA",9.39143501126972
37.9715592,-87.5710898,1991,127772,"Evansville IN",9.39172901731209
34.0633443,-117.6508876,1997,138414,"Ontario CA",9.39211351452888
47.9789848,-122.2020794,1974,53225,"Everett WA",9.39408172851104
27.9658533,-82.8001026,1977,74484,"Clearwater FL",9.39799151495623
36.1699412,-115.1398296,1965,106362,"Las Vegas NV",9.4018540456178
36.0726354,-79.7919754,1982,159531,"Greensboro NC",9.40256125768659
32.715738,-117.1610838,1966,670000,"San Diego CA",9.40298507462687
41.5833688,-87.5000412,1993,85074,"Hammond IN",9.40357806145238
33.1192068,-117.086421,1995,116934,"Escondido CA",9.40701592351241
35.9940329,-78.898619,1989,116921,"Durham NC",9.4080618537303
41.308274,-72.9278835,1983,127525,"New Haven CT",9.40991962360322
34.6059253,-86.9833417,1996,53135,"Decatur AL",9.40999341300461
45.5230622,-122.6764816,1989,425044,"Portland OR",9.41079041228673
39.7817213,-89.6501481,1991,106261,"Springfield IL",9.41079041228673
41.6763545,-86.2519898,2004,106254,"South Bend IN",9.41141039396164
25.8575963,-80.2781057,1966,85000,"Hialeah FL",9.41176470588235
33.7205771,-116.2155619,2005,63747,"Indio CA",9.41220763330039
32.4609764,-84.9877094,2006,191221,"Columbus GA",9.413192065725
30.267153,-97.7430608,1988,467423,"Austin TX",9.41331513425741
31.8456816,-102.3676431,1993,95605,"Odessa TX",9.41373359133937
39.0558235,-95.6890185,2010,127473,"Topeka KS",9.41375820762044
33.2098407,-87.5691735,1989,74344,"Tuscaloosa AL",9.41568922845152
36.7468422,-119.7725868,1966,159300,"Fresno CA",9.41619585687382
33.2148412,-97.1330683,1983,53095,"Denton TX",9.41708258781429
35.7795897,-78.6381787,2000,276093,"Raleigh NC",9.4171166961857
37.688889,-97.336111,1998,329179,"Wichita KS",9.41736866568037
43.0389025,-87.9064736,1969,753895,"Milwaukee WI",9.41775711471757
41.0814447,-81.5190053,1964,286652,"Akron OH",9.41908655791692
26.2378597,-80.1247667,1991,74308,"Pompano Beach FL",9.42025084782258
32.715738,-117.1610838,1960,573224,"San Diego CA",9.4204010997446
32.7667955,-96.5991593,1983,74298,"Mesquite TX",9.42151874882231
31.0982344,-97.342782,1995,53067,"Temple TX",9.42205136902406
39.0558235,-95.6890185,1975,137942,"Topeka KS",9.42425077206362
32.3199396,-106.7636538,2000,74267,"Las Cruces NM",9.42545141179797
35.9606384,-83.9207392,1993,169751,"Knoxville TN",9.42557039428339
43.0125274,-83.6874562,1962,201570,"Flint MI",9.42600585404574
28.5383355,-81.3792365,1994,180288,"Orlando FL",9.42935747248846
33.8816818,-118.1170117,2001,74232,"Bellflower CA",9.42989546287316
40.1933767,-85.3863599,1982,74230,"Muncie IN",9.43014953522835
40.7989473,-81.378447,1997,84823,"Canton OH",9.43140421819554
42.0986867,-75.9179738,1990,53008,"Binghamton NY",9.43253848475702
33.9816812,-118.2250725,2002,63602,"Huntington Park CA",9.43366560799975
34.1808392,-118.3089661,1976,84800,"Burbank CA",9.43396226415094
26.0112014,-80.1494901,1982,127198,"Hollywood FL",9.43411059922326
41.0814447,-81.5190053,1989,222588,"Akron OH",9.43447086096285
37.6390972,-120.9968782,1971,63595,"Modesto CA",9.43470398616243
40.2170534,-74.7429384,1999,84790,"Trenton NJ",9.43507489090695
42.9633599,-85.6680863,1972,201349,"Grand Rapids MI",9.43635180706137
26.2378597,-80.1247667,2006,105936,"Pompano Beach FL",9.4396616825253
41.308274,-72.9278835,1970,137707,"New Haven CT",9.44033346162504
41.6612104,-72.7795419,1985,74147,"New Britain CT",9.44070562531188
43.5407172,-116.5634624,2001,52951,"Nampa ID",9.4426923004287
33.8894598,-118.1597911,1996,52951,"Paramount CA",9.4426923004287
35.110703,-106.609991,1961,201189,"Albuquerque NM",9.4438562744484
35.4495065,-97.3967019,1987,52927,"Midwest City OK",9.44697413418482
37.3541079,-121.9552356,1977,84680,"Santa Clara CA",9.44733112895607
39.768403,-86.158068,1960,476258,"Indianapolis IN",9.44866017998648
38.0049214,-121.805789,1991,63490,"Antioch CA",9.45030713498189
44.9537029,-93.0899578,1995,264539,"Saint Paul MN",9.45040239813411
39.7817213,-89.6501481,1965,84649,"Springfield IL",9.45079091306454
38.0049214,-121.805789,1996,74057,"Antioch CA",9.45217872719662
33.5386523,-112.1859866,2002,232707,"Glendale AZ",9.45394852754752
40.8067546,-74.1854209,1971,52884,"Bloomfield NJ",9.45465547235459
40.9167654,-74.171811,2007,148049,"Paterson NJ",9.45632864794764
43.0125274,-83.6874562,1963,200855,"Flint MI",9.45956037937816
34.7303688,-86.5861037,2001,158565,"Huntsville AL",9.45984296660675
42.331427,-83.0457538,1961,1670144,"Detroit MI",9.4602621091355
41.117744,-73.4081575,2005,84562,"Norwalk CT",9.46051417894562
28.0344621,-80.5886646,2003,84558,"Palm Bay FL",9.46096170675749
33.8675143,-117.9981181,1975,63416,"Buena Park CA",9.46133467894538
41.8239891,-71.4128343,1982,158533,"Providence RI",9.46175244270909
33.7700504,-118.1937395,1968,391000,"Long Beach CA",9.46291560102302
33.1958696,-117.3794834,1986,95108,"Oceanside CA",9.46292635740421
33.5778631,-101.8551665,1991,190179,"Lubbock TX",9.46476740334106
33.9616801,-118.3531311,1960,63390,"Inglewood CA",9.46521533364884
32.2217429,-110.926479,2002,517607,"Tucson AZ",9.46664167988455
25.790654,-80.1300455,1991,95067,"Miami Beach FL",9.46700747893591
34.09751,-117.6483876,1990,63374,"Upland CA",9.46760501151892
26.2378597,-80.1247667,1993,73929,"Pompano Beach FL",9.46854414370545
36.0726354,-79.7919754,1999,200645,"Greensboro NC",9.46946098831269
28.8052674,-97.0035982,1981,52797,"Victoria TX",9.47023505123397
33.9401088,-118.1331593,1999,95025,"Downey CA",9.47119179163378
32.5159852,-93.7321228,1978,52786,"Bossier City LA",9.47220854014322
36.7468422,-119.7725868,2002,443363,"Fresno CA",9.4730502996416
33.8703596,-117.9242966,1964,73889,"Fullerton CA",9.47366996440607
39.4142688,-77.4105409,2000,52767,"Frederick MD",9.47561923171679
37.688889,-97.336111,1985,284915,"Wichita KS",9.4765105382307
32.9756415,-96.8899636,1985,31650,"Carrollton TX",9.47867298578199
41.2375569,-80.8184166,1971,63300,"Warren OH",9.47867298578199
36.0726354,-79.7919754,2009,253191,"Greensboro NC",9.47900991741413
34.5008311,-117.1858759,1996,52733,"Apple Valley CA",9.48172870877818
36.1539816,-95.992775,1985,369087,"Tulsa OK",9.48285905491117
33.5778631,-101.8551665,1989,189797,"Lubbock TX",9.48381692018314
38.0279762,-121.8846806,2010,63264,"Pittsburg CA",9.48406676783005
40.1933767,-85.3863599,1989,73795,"Muncie IN",9.48573751609188
42.0354084,-88.2825668,1982,52700,"Elgin IL",9.4876660341556
38.4192496,-82.445154,1988,52699,"Huntington WV",9.48784606918537
42.2711311,-89.0939952,1986,137017,"Rockford IL",9.4878737674887
30.6743643,-96.3699632,1996,63235,"Bryan TX",9.48841622519175
27.3364347,-82.5306527,1994,52694,"Sarasota FL",9.48874634683266
40.7989473,-81.378447,1982,94848,"Canton OH",9.48886639676113
42.0834335,-71.0183787,2004,94838,"Brockton MA",9.48986693097704
32.7554883,-97.3307658,2002,558447,"Fort Worth TX",9.49060519619588
36.9685219,-86.4808043,2006,52681,"Bowling Green KY",9.49108786849149
34.1975048,-119.1770516,1992,147505,"Oxnard CA",9.49120368801058
34.0633443,-117.6508876,2000,158007,"Ontario CA",9.49325029903738
42.732535,-84.5555347,1988,126400,"Lansing MI",9.49367088607595
33.5206608,-86.80249,2010,210609,"Birmingham AL",9.49627033982403
35.3732921,-119.0187125,2010,347483,"Bakersfield CA",9.49686747265334
34.0165053,-118.1137535,1997,63156,"Montebello CA",9.50028500855026
25.790654,-80.1300455,1961,63145,"Miami Beach FL",9.50193997941246
30.2240897,-92.0198427,1972,73666,"Lafayette LA",9.50234843754242
41.6639383,-83.555212,2005,305107,"Toledo OH",9.50486222866076
41.8505874,-87.7936685,1974,52600,"Berwyn IL",9.50570342205323
35.3732921,-119.0187125,1998,210354,"Bakersfield CA",9.50778211966495
33.9830688,-118.096735,2009,63098,"Pico Rivera CA",9.50901771846968
40.4406248,-79.9958864,1987,389015,"Pittsburgh PA",9.51120136755652
28.0394654,-81.9498042,1992,73575,"Lakeland FL",9.51410125722052
42.240872,-83.2696509,1985,73575,"Taylor MI",9.51410125722052
42.732535,-84.5555347,2002,115610,"Lansing MI",9.51474785918173
42.3211522,-85.1797142,2005,63054,"Battle Creek MI",9.51565324959559
39.9611755,-82.9987942,2000,704023,"Columbus OH",9.51673453850229
31.9973456,-102.0779146,1975,63029,"Midland TX",9.51942756508909
40.7607793,-111.8910474,1998,178579,"Salt Lake City UT",9.51959636911395
30.2240897,-92.0198427,1983,84025,"Lafayette LA",9.52097590002975
32.735687,-97.1080656,1971,94500,"Arlington TX",9.52380952380952
27.9658533,-82.8001026,1968,52500,"Clearwater FL",9.52380952380952
41.525031,-88.0817251,1965,73500,"Joliet IL",9.52380952380952
38.440429,-122.7140548,1974,63000,"Santa Rosa CA",9.52380952380952
47.6062095,-122.3320708,1971,525000,"Seattle WA",9.52380952380952
33.2098407,-87.5691735,1978,73500,"Tuscaloosa AL",9.52380952380952
33.2098407,-87.5691735,1998,83995,"Tuscaloosa AL",9.52437645097923
46.6020711,-120.5058987,1995,62996,"Yakima WA",9.52441424852372
26.2378597,-80.1247667,2007,104989,"Pompano Beach FL",9.52480736077113
40.2115109,-74.6796651,1983,83987,"Hamilton NJ",9.52528367485444
42.4153925,-71.1564729,1965,52482,"Arlington MA",9.52707594984947
41.5581525,-73.0514965,1979,104943,"Waterbury CT",9.52898239996951
40.7607793,-111.8910474,1968,199389,"Salt Lake City UT",9.52911143543525
35.3859242,-94.3985475,1991,73456,"Fort Smith AR",9.52951426704422
31.0982344,-97.342782,1998,52466,"Temple TX",9.52998132123661
27.950575,-82.4571776,2010,335709,"Tampa FL",9.53206497293787
42.0450722,-87.6876969,1984,73431,"Evanston IL",9.53275864416936
39.7390721,-75.5397878,2003,73411,"Wilmington DE",9.53535573687867
40.6936488,-89.5889864,1994,115346,"Peoria IL",9.53652489032996
34.0007104,-81.0348144,1998,115344,"Columbia SC",9.53669024830073
40.5186809,-78.3947359,1970,62900,"Altoona PA",9.5389507154213
42.0986867,-75.9179738,1988,52414,"Binghamton NY",9.53943602854199
39.9611755,-82.9987942,1966,534509,"Columbus OH",9.54146702861879
40.9125992,-73.8370786,1972,73360,"Mount Vernon NY",9.54198473282443
32.2217429,-110.926479,1965,262000,"Tucson AZ",9.54198473282443
31.7775757,-106.4424559,1962,293412,"El Paso TX",9.5428953144384
34.095287,-118.1270146,1991,83816,"Alhambra CA",9.54471699914098
27.8005828,-97.396381,1975,220000,"Corpus Christi TX",9.54545454545454
29.7355047,-94.9774274,1983,62856,"Baytown TX",9.54562810232913
33.4151843,-111.8314724,1970,62853,"Mesa AZ",9.54608371915422
34.4208305,-119.6981901,1968,73313,"Santa Barbara CA",9.54810197372908
30.6953657,-88.0398912,2003,251345,"Mobile AL",9.54862837931926
41.6639383,-83.555212,1996,324610,"Toledo OH",9.54992144419457
42.6334247,-71.3161718,1970,94239,"Lowell MA",9.55018622863146
25.8575963,-80.2781057,1963,83762,"Hialeah FL",9.55087032305819
28.2919557,-81.407571,2008,62815,"Kissimmee FL",9.55185863249224
40.7281575,-74.0776417,2004,240773,"Jersey City NJ",9.55256610998742
38.5815719,-121.4943996,2007,460546,"Sacramento CA",9.5538773542708
42.8864468,-78.8783689,1968,481453,"Buffalo NY",9.5544113340243
41.6763545,-86.2519898,1970,125580,"South Bend IN",9.55566172957477
37.2089572,-93.2922989,1984,136044,"Springfield MO",9.55573196906883
44.977753,-93.2650108,1982,376704,"Minneapolis MN",9.5565749235474
30.2265949,-93.2173758,1974,83700,"Lake Charles LA",9.55794504181601
40.6936488,-89.5889864,1968,136000,"Peoria IL",9.55882352941176
42.6525793,-73.7562317,2008,94152,"Albany NY",9.55901096099923
37.7719074,-87.1111676,1967,52300,"Owensboro KY",9.56022944550669
38.1040864,-122.2566367,1966,62757,"Vallejo CA",9.56068645728763
40.6259316,-75.3704579,1971,52291,"Bethlehem PA",9.56187489242891
25.9017472,-97.4974838,1988,104579,"Brownsville TX",9.56214918865164
40.9312099,-73.8987469,1990,188082,"Yonkers NY",9.57029380801991
32.5007037,-94.7404891,1969,52242,"Longview TX",9.57084338271889
34.0852868,-117.9608978,1995,73128,"Baldwin Park CA",9.57225686467564
42.0986867,-75.9179738,1994,52225,"Binghamton NY",9.57395883197702
39.7294319,-104.8319195,1986,167118,"Aurora CO",9.57407340920786
41.6763545,-86.2519898,1967,135724,"South Bend IN",9.57826176652619
40.7263249,-74.2286435,1985,62626,"Irvington NJ",9.58068533835787
38.5815719,-121.4943996,2000,407018,"Sacramento CA",9.58188581340383
25.8900949,-80.1867138,2002,62618,"North Miami FL",9.5819093551375
40.6687141,-74.1143091,1973,73044,"Bayonne NJ",9.58326488144132
41.8239891,-71.4128343,1980,156519,"Providence RI",9.58350104460161
32.6926512,-114.6276916,1988,52171,"Yuma AZ",9.58386843265416
36.8354258,-76.2982742,1960,114773,"Portsmouth VA",9.58413564165788
41.6819935,-85.9766671,2005,52164,"Elkhart IN",9.58515451269074
42.3317642,-71.1211635,1963,52157,"Brookline MA",9.58644093793738
37.0870821,-76.4730122,1998,177327,"Newport News VA",9.58680855143323
33.2148412,-97.1330683,1984,52148,"Denton TX",9.58809542072563
34.0852868,-117.9608978,1999,73007,"Baldwin Park CA",9.58812168696153
40.7281575,-74.0776417,1991,229419,"Jersey City NJ",9.58944115352259
33.5778631,-101.8551665,1995,198128,"Lubbock TX",9.58976015505128
33.4255104,-111.9400054,1975,93845,"Tempe AZ",9.59028184772764
30.2265949,-93.2173758,1969,72990,"Lake Charles LA",9.5903548431292
40.7281575,-74.0776417,2006,239794,"Jersey City NJ",9.59156609423088
37.688889,-97.336111,1978,260642,"Wichita KS",9.59170049339707
35.6869752,-105.937799,2001,62548,"Santa Fe NM",9.59263285796508
25.8900949,-80.1867138,1992,52123,"North Miami FL",9.59269420409416
40.7263249,-74.2286435,1983,62545,"Irvington NJ",9.5930929730594
35.2225668,-97.4394777,1970,52117,"Norman OK",9.59379856860525
42.0834335,-71.0183787,2010,93810,"Brockton MA",9.59385992964503
33.046233,-96.994174,1995,52106,"Lewisville TX",9.59582389743984
37.2709704,-79.9414266,2004,93787,"Roanoke VA",9.59621269472315
28.5383355,-81.3792365,1986,145882,"Orlando FL",9.59679741160664
40.1933767,-85.3863599,1988,72929,"Muncie IN",9.59837650317432
42.9633599,-85.6680863,1973,197934,"Grand Rapids MI",9.59915931573151
41.8239891,-71.4128343,2004,177096,"Providence RI",9.59931336676153
32.5159852,-93.7321228,2008,62500,"Bossier City LA",9.6
41.8137116,-71.3700545,1989,52082,"East Providence RI",9.60024576629162
40.6687141,-74.1143091,1969,72908,"Bayonne NJ",9.60114116420695
26.1947962,-98.1836216,2003,52075,"Pharr TX",9.60153624579933
33.9816812,-118.2250725,2001,62488,"Huntington Park CA",9.60184355396236
47.2528768,-122.4442906,1964,145762,"Tacoma WA",9.60469806945569
41.7637111,-72.6850932,1972,156167,"Hartford CT",9.60510223030474
34.0686206,-118.0275667,1982,83286,"El Monte CA",9.6054558989506
35.7688425,-119.2470536,2007,52051,"Delano CA",9.60596338206759
43.661471,-70.2553259,1992,62460,"Portland ME",9.60614793467819
47.6062095,-122.3320708,1970,530831,"Seattle WA",9.60757755293116
28.8052674,-97.0035982,2004,62441,"Victoria TX",9.60907096298906
34.0194543,-118.4911912,1960,83249,"Santa Monica CA",9.60972504174224
42.5803122,-83.0302033,1974,72837,"Sterling Heights MI",9.61050015788679
35.9556923,-80.0053176,1980,62430,"High Point NC",9.61076405574243
37.5933918,-122.0438298,1987,52012,"Union City CA",9.61316619241713
45.5230622,-122.6764816,1995,457705,"Portland OR",9.61317879420151
41.8455877,-87.7539448,1978,62410,"Cicero IL",9.61384393526678
37.3541079,-121.9552356,1990,93613,"Santa Clara CA",9.61404933075534
40.9125992,-73.8370786,1971,72800,"Mount Vernon NY",9.61538461538461
41.408969,-75.6624122,1972,104000,"Scranton PA",9.61538461538461
42.0834335,-71.0183787,1999,93598,"Brockton MA",9.61559007671104
47.9789848,-122.2020794,1978,51996,"Everett WA",9.61612431725517
36.0726354,-79.7919754,2008,249561,"Greensboro NC",9.61688725401805
32.7947731,-116.9625269,1985,83187,"El Cajon CA",9.61688725401806
42.331427,-83.0457538,1964,1642544,"Detroit MI",9.61922481224247
38.5815719,-121.4943996,1968,270270,"Sacramento CA",9.62000962000962
37.2709704,-79.9414266,1983,103919,"Roanoke VA",9.62287935796149
30.2265949,-93.2173758,1987,72743,"Lake Charles LA",9.62291904375679
40.2115109,-74.6796651,1969,83130,"Hamilton NJ",9.62348129435823
41.6005448,-93.6091064,1986,186991,"Des Moines IA",9.6261317389607
41.7605849,-88.3200715,1977,72711,"Aurora IL",9.62715407572444
29.9940924,-90.2417434,1979,51922,"Kenner LA",9.62982935942375
40.6936488,-89.5889864,1982,124603,"Peoria IL",9.63058674349735
42.6525793,-73.7562317,2009,93445,"Albany NY",9.63133393975066
42.0354084,-88.2825668,1991,62291,"Elgin IL",9.63221011060988
34.0194543,-118.4911912,1969,93424,"Santa Monica CA",9.63349888679569
40.6084305,-75.4901833,1986,103801,"Allentown PA",9.6338185566613
40.486427,-86.1336033,1968,51900,"Kokomo IN",9.63391136801541
38.5815719,-121.4943996,1963,217962,"Sacramento CA",9.63470696726952
46.6020711,-120.5058987,2008,83027,"Yakima WA",9.63541980319655
30.080174,-94.1265562,2005,114141,"Beaumont TX",9.63720310843606
33.8816818,-118.1170117,1975,51876,"Bellflower CA",9.63836841699437
36.6777372,-121.6555013,2007,145251,"Salinas CA",9.63848785894761
40.6639916,-74.2107006,1978,103738,"Elizabeth NJ",9.6396691665542
34.6035669,-98.3959291,1966,72606,"Lawton OK",9.6410764950555
39.5296329,-119.8138027,1964,82960,"Reno NV",9.64320154291225
37.4852152,-122.2363548,1963,51850,"Redwood City CA",9.64320154291225
25.8900949,-80.1867138,1998,51844,"North Miami FL",9.64431756808888
35.6869752,-105.937799,2000,62203,"Santa Fe NM",9.64583701750719
34.4263886,-117.3008784,1998,62202,"Hesperia CA",9.64599209028649
47.2528768,-122.4442906,1973,155500,"Tacoma WA",9.64630225080386
30.421309,-87.2169149,1982,62199,"Pensacola FL",9.64645733854242
35.1495343,-90.0489801,1961,497524,"Memphis TN",9.64777578569074
40.1933767,-85.3863599,1979,82918,"Muncie IN",9.64808606092766
38.5815719,-121.4943996,2001,414582,"Sacramento CA",9.6482722356494
41.5581525,-73.0514965,1983,103642,"Waterbury CT",9.64859805870207
34.0739016,-117.3136547,2006,51812,"Colton CA",9.65027406778352
45.5230622,-122.6764816,1964,373000,"Portland OR",9.6514745308311
40.486427,-86.1336033,1977,51800,"Kokomo IN",9.65250965250965
33.7513419,-117.9939921,1966,51800,"Westminster CA",9.65250965250965
42.2711311,-89.0939952,1997,145018,"Rockford IL",9.65397398943579
35.7795897,-78.6381787,1997,248591,"Raleigh NC",9.65441226753985
41.6639383,-83.555212,1968,393546,"Toledo OH",9.65579627286264
32.7459645,-96.9977846,1986,82843,"Grand Prairie TX",9.65682073319411
32.4487364,-99.7331439,1973,93189,"Abilene TX",9.65779222869652
41.2619444,-95.8608333,1976,62105,"Council Bluffs IA",9.6610578858385
33.7739053,-117.9414477,1972,124200,"Garden Grove CA",9.66183574879227
41.079273,-85.1393513,1986,165599,"Fort Wayne IN",9.66189409356337
37.7652065,-122.2416355,1985,72434,"Alameda CA",9.6639699588591
28.0394654,-81.9498042,1991,72425,"Lakeland FL",9.66517086641353
37.2709704,-79.9414266,2009,93110,"Roanoke VA",9.66598646761894
33.7475203,-116.9719684,2009,72417,"Hemet CA",9.66623859038624
43.0962143,-79.0377388,1991,62071,"Niagara Falls NY",9.66634982520017
34.0739016,-117.3136547,2005,51723,"Colton CA",9.6668793380121
40.9125992,-73.8370786,1979,72412,"Mount Vernon NY",9.66690603767331
40.6936488,-89.5889864,1996,113790,"Peoria IL",9.66693031022058
35.9556923,-80.0053176,1961,62063,"High Point NC",9.66759583004366
30.2240897,-92.0198427,2008,113770,"Lafayette LA",9.66862969148282
45.5230622,-122.6764816,1978,361974,"Portland OR",9.66920276041926
34.0555693,-117.1825381,1994,62051,"Redlands CA",9.66946543971894
45.5230622,-122.6764816,1961,372298,"Portland OR",9.66967321876561
33.9137085,-98.4933873,1967,113743,"Wichita Falls TX",9.67092480416377
42.732535,-84.5555347,1977,134423,"Lansing MI",9.67096404633136
44.977753,-93.2650108,2010,382578,"Minneapolis MN",9.67123044189682
32.7459645,-96.9977846,1999,93057,"Grand Prairie TX",9.67149166639801
25.790654,-80.1300455,1996,93041,"Miami Beach FL",9.67315484571318
34.1808392,-118.3089661,1988,93030,"Burbank CA",9.67429861335053
32.735687,-97.1080656,1963,51678,"Arlington TX",9.67529703161887
26.0112014,-80.1494901,1967,93000,"Hollywood FL",9.67741935483871
37.2709704,-79.9414266,1974,92998,"Roanoke VA",9.6776274758597
33.4941704,-111.9260519,1973,82659,"Scottsdale AZ",9.67831694068401
37.688889,-97.336111,1992,309955,"Wichita KS",9.6788243454695
39.7294319,-104.8319195,1974,72320,"Aurora CO",9.67920353982301
40.9312099,-73.8987469,1982,196294,"Yonkers NY",9.67935851325053
30.3674198,-89.0928155,2005,72300,"Gulfport MS",9.68188105117566
34.0805651,-118.072846,1990,51638,"Rosemead CA",9.6827917425152
33.954737,-118.2120161,1987,82617,"South Gate CA",9.68323710616459
42.0450722,-87.6876969,1964,82604,"Evanston IL",9.68476102852162
