"lat","long","year","pop1","citystate","rape_per100k"
21.32,-157.8,1971,369547,"Honolulu HI",33.554595220635
39.46,-75,1973,50660,"Vineland NJ",33.5570469798658
35.97,-83.95,1976,187736,"Knoxville TN",33.5577619636085
42.73,-73.68,1980,56614,"Troy NY",33.5606033843219
43.06,-87.97,2009,604673,"Milwaukee WI",33.5718644622796
34.05,-117.61,2002,163812,"Ontario CA",33.5750738651625
27.28,-80.35,1999,80390,"Port Saint Lucie FL",33.5862669486255
39.02,-94.27,2009,56567,"Blue Springs MO",33.588487987696
41.24,-95.86,1987,56565,"Council Bluffs IA",33.5896755944489
38.3,-122.3,2008,74420,"Napa CA",33.5931201289976
33.12,-117.29,1994,65476,"Carlsbad CA",33.6000977457389
36.08,-79.83,1981,157729,"Greensboro NC",33.6019375003962
33.91,-118.08,1973,86300,"Norwalk CA",33.603707995365
43.06,-87.97,1980,633845,"Milwaukee WI",33.6044301051519
40.67,-74.19,2010,124969,"Elizabeth NJ",33.608334867047
41.24,-95.86,1978,62484,"Council Bluffs IA",33.6086038025735
43.1,-75.23,2006,59495,"Utica NY",33.616270274813
33.86,-118.38,1987,65443,"Redondo Beach CA",33.6170407835827
37.77,-122.26,1994,80309,"Alameda CA",33.6201422007496
42.13,-80.09,1980,118964,"Erie PA",33.6236172287415
42.98,-71.44,1993,98145,"Manchester NH",33.6237200061134
42.23,-83.27,1979,77320,"Taylor MI",33.6264873254009
41.15,-104.79,1989,53525,"Cheyenne WY",33.6291452592247
41.17,-81.52,2007,50543,"Cuyahoga Falls OH",33.6347268662327
27.71,-97.29,1975,220000,"Corpus Christi TX",33.6363636363636
29.66,-95.15,1977,110000,"Pasadena TX",33.6363636363636
43.09,-79.02,1980,71344,"Niagara Falls NY",33.6398295581969
38.22,-85.74,1973,353633,"Louisville KY",33.6507056750925
42.28,-83.73,1996,109939,"Ann Arbor MI",33.6550268785417
36.7,-76.64,1997,56446,"Suffolk VA",33.6604896715445
45.48,-122.82,1997,62386,"Beaverton OR",33.6613983906646
34.1,-117.46,2002,133665,"Fontana CA",33.6662551902143
29.66,-95.15,1987,118807,"Pasadena TX",33.6680498623818
33.39,-111.93,1984,118800,"Tempe AZ",33.6700336700337
41.66,-91.54,1980,50489,"Iowa City IA",33.6707005486344
41.1,-80.65,1974,133630,"Youngstown OH",33.6750729626581
40.6,-111.99,2005,92012,"West Jordan UT",33.6912576620441
42.27,-71.81,2003,175115,"Worcester MA",33.6921451617509
44.52,-87.99,1981,89020,"Green Bay WI",33.7002920691979
36.68,-76.31,1985,127585,"Chesapeake VA",33.7030215150684
33.94,-117.4,2000,255166,"Riverside CA",33.7035498459826
33.67,-117.91,1994,97909,"Costa Mesa CA",33.7047666710925
37.05,-76.29,2004,148339,"Hampton VA",33.7065775015337
26.45,-80.09,2007,65262,"Delray Beach FL",33.710275504888
34.79,-92.26,2009,59320,"North Little Rock AR",33.7154416722859
40.25,-111.64,2003,106769,"Provo UT",33.7176521274902
41.53,-88.12,1976,74140,"Joliet IL",33.7199892096035
47.6,-122.16,1994,88956,"Bellevue WA",33.7245379738298
42.98,-71.44,1999,103782,"Manchester NH",33.7245379738298
25.98,-80.33,2005,103777,"Miramar FL",33.7261628299141
33.93,-117.21,2008,195649,"Moreno Valley CA",33.7338805718404
35.23,-97.34,2007,103721,"Norman OK",33.7443719208261
21.32,-157.8,1988,838656,"Honolulu HI",33.7444673382173
32.2,-110.89,1971,269600,"Tucson AZ",33.7537091988131
39.02,-94.8,2010,62209,"Shawnee KS",33.7571733993474
37.98,-87.54,1985,130342,"Evansville IN",33.7573460588298
47.96,-122.2,1972,53316,"Everett WA",33.7609723160027
21.32,-157.8,2002,900433,"Honolulu HI",33.7615347282918
40.74,-84.11,1978,50341,"Lima OH",33.7696907093622
36.27,-115.14,2000,115488,"North Las Vegas NV",33.7697423108894
30.31,-97.75,2003,669235,"Austin TX",33.769901454646
34.26,-118.75,1973,68100,"Simi Valley CA",33.7738619676946
46.88,-96.82,1988,68082,"Fargo ND",33.7827913398549
32.8,-116.96,1975,59201,"El Cajon CA",33.7832131214
35.07,-85.26,1979,168659,"Chattanooga TN",33.7960025850977
46.88,-96.82,1997,79888,"Fargo ND",33.7973162427398
37.5,-120.85,1998,50296,"Turlock CA",33.7999045649753
42.78,-71.09,1995,53251,"Haverhill MA",33.8021821186457
39.88,-105.05,1990,41417,"Westminster CO",33.8025448487336
42.96,-85.66,1999,186316,"Grand Rapids MI",33.8135211146654
38.3,-122.3,2001,73934,"Napa CA",33.8139421646333
41.56,-73.04,1985,103507,"Waterbury CT",33.8141381742298
46.2,-119.17,2010,73917,"Kennewick WA",33.8217189550442
35.98,-78.91,2008,221750,"Durham NC",33.8218714768884
41.27,-72.97,2002,53204,"West Haven CT",33.8320427035561
34.43,-119.72,2009,85715,"Santa Barbara CA",33.8330513912384
33.12,-117.29,1993,65018,"Carlsbad CA",33.8367836599096
36.7,-76.64,2006,79781,"Suffolk VA",33.8426442386032
31.85,-106.44,2004,593924,"El Paso TX",33.8427138825843
37.97,-122,1974,91600,"Concord CA",33.8427947598253
29.66,-95.15,1999,135893,"Pasadena TX",33.8501615241403
39.38,-74.45,1969,62034,"Atlantic City NJ",33.85240352065
33.14,-117.07,1987,85662,"Escondido CA",33.8539842637342
38.12,-121.29,1996,53168,"Lodi CA",33.8549503460728
37.4,-79.19,2007,67932,"Lynchburg VA",33.8573867985633
33.75,-117.99,1991,79745,"Westminster CA",33.8579221267791
41.66,-83.58,1972,386900,"Toledo OH",33.8588782631171
32.85,-97.08,2008,53157,"Euless TX",33.8619560923303
41.77,-71.48,1996,76780,"Cranston RI",33.8629851523834
34.01,-118.49,2007,88584,"Santa Monica CA",33.8661609319968
27.99,-80.66,1989,56097,"Palm Bay FL",33.8699039164305
43.01,-88.24,2006,67906,"Waukesha WI",33.8703501899685
40.71,-74.06,1999,233242,"Jersey City NJ",33.8704006997025
32.69,-97.13,1989,259796,"Arlington TX",33.8727309119463
40.2,-85.39,1989,73795,"Muncie IN",33.8776339860424
34.43,-119.72,1978,73790,"Santa Barbara CA",33.8799295297466
32.63,-117.04,1978,79689,"Chula Vista CA",33.8817151677145
28.82,-96.98,2001,61978,"Victoria TX",33.8829907386492
42.51,-82.94,1988,53121,"Roseville MI",33.8849042751454
39.14,-121.62,2010,64925,"Yuba City CA",33.8852522140932
40.03,-105.25,2010,97385,"Boulder CO",33.8861220927248
46.78,-92.12,1982,94429,"Duluth MN",33.8878946086478
37.98,-122.51,2000,56063,"San Rafael CA",33.8904446783083
33.94,-118.19,1987,82617,"South Gate CA",33.8913298715761
33.93,-117.21,2006,179973,"Moreno Valley CA",33.8939729848366
35.47,-97.51,1970,359920,"Oklahoma City OK",33.8964214269838
34.06,-117.17,1985,50150,"Redlands CA",33.8983050847458
34.08,-117.97,1982,53096,"Baldwin Park CA",33.9008588217568
45.11,-93.46,2005,58994,"Maple Grove MN",33.9017527206157
26.24,-80.13,1978,53092,"Pompano Beach FL",33.9034129435697
41.37,-72.89,1995,53089,"Hamden CT",33.9053287875078
34.08,-117.97,1991,70774,"Baldwin Park CA",33.9107581880352
40.49,-74.45,2005,50119,"New Brunswick NJ",33.9192721323251
40.25,-111.64,2002,109079,"Provo UT",33.9203696403524
36.74,-76.04,1994,427471,"Virginia Beach VA",33.9204296899673
40.63,-75.37,1993,53065,"Bethlehem PA",33.9206633374164
34.84,-82.37,1969,73700,"Greenville SC",33.921302578019
30.39,-89.07,2010,67793,"Gulfport MS",33.9268066024516
38.25,-122.04,2007,106098,"Fairfield CA",33.930894079059
40.63,-75.37,1997,53017,"Bethlehem PA",33.9513740875568
36.86,-76.36,1999,100124,"Portsmouth VA",33.9578922136551
41.31,-72.92,1974,132500,"New Haven CT",33.9622641509434
34.02,-118.11,1995,61828,"Montebello CA",33.9651937633435
44.52,-87.99,2001,103042,"Green Bay WI",33.9667320121892
29.3,-94.81,1970,61809,"Galveston TX",33.975634616318
38.04,-84.46,1980,203082,"Lexington KY",33.9764233166898
37.95,-122.36,2005,102997,"Richmond CA",33.9815722788042
40.51,-78.4,1989,52966,"Altoona PA",33.9840652494053
26.2,-97.69,2004,61790,"Harlingen TX",33.9860818902735
44.83,-93.32,2005,82386,"Bloomington MN",33.9863569052994
33.69,-118.01,1992,188270,"Huntington Beach CA",33.9937324055877
39.47,-87.38,1986,58832,"Terre Haute IN",33.9951047049225
36.74,-76.04,1977,235324,"Virginia Beach VA",33.9956825483164
33.86,-118,1979,64705,"Buena Park CA",34.000463642686
26.31,-80.12,2007,76469,"Deerfield Beach FL",34.0007061685127
33.58,-101.88,1973,155876,"Lubbock TX",34.0013857168519
42.89,-85.7,1982,58820,"Wyoming MI",34.0020401224074
34.12,-117.66,1991,64694,"Upland CA",34.0062447831329
37.63,-122.1,1976,94100,"Hayward CA",34.0063761955367
26.03,-80.16,1993,123501,"Hollywood FL",34.0078217990138
35.46,-97.37,1987,52927,"Midwest City OK",34.0091068830653
26.18,-98.19,2009,67628,"Pharr TX",34.0095818300112
37.98,-87.54,1979,135224,"Evansville IN",34.0176300065077
38.45,-122.7,1978,73490,"Santa Rosa CA",34.0182337733025
31.57,-97.18,2003,117549,"Waco TX",34.0283626402607
42.08,-71.03,1975,96955,"Brockton MA",34.036408643185
33.98,-118.22,1986,52871,"Huntington Park CA",34.0451287095005
43.06,-87.97,2008,602131,"Milwaukee WI",34.0457475200579
33.93,-117.21,2005,167394,"Moreno Valley CA",34.0513996917452
42.73,-87.81,2007,79285,"Racine WI",34.0543608500977
41.23,-111.97,1973,73400,"Ogden UT",34.0599455040872
34.84,-82.37,1986,58703,"Greenville SC",34.0698090387203
34.5,-114.31,2007,58699,"Lake Havasu City AZ",34.0721307006934
34.61,-118.09,1998,108589,"Palmdale CA",34.0734328523147
33.67,-117.91,1985,90970,"Costa Mesa CA",34.0771682972409
34.06,-117.17,1993,61617,"Redlands CA",34.0815034811821
41.59,-81.52,2001,52812,"Euclid OH",34.0831629175187
42.58,-87.85,1982,79209,"Kenosha WI",34.0870355641404
35.67,-97.41,1991,52804,"Edmond OK",34.0883266419211
40.09,-85.69,1982,64538,"Anderson IN",34.0884440174781
41.44,-82.18,1976,88000,"Lorain OH",34.0909090909091
29.77,-95.39,2008,2199887,"Houston TX",34.092660213911
34.69,-118.18,1999,120254,"Lancaster CA",34.0944999750528
38.95,-92.33,2010,108500,"Columbia MO",34.1013824884793
38.89,-94.81,1992,64512,"Olathe KS",34.1021825396825
44.05,-123.11,1995,120226,"Eugene OR",34.102440403906
36.27,-115.14,2005,164190,"North Las Vegas NV",34.1068274559961
41.7,-71.42,1987,87957,"Warwick RI",34.1075752924725
39.43,-77.42,2000,52767,"Frederick MD",34.1122292341805
35.98,-80,1987,67416,"High Point NC",34.1165302005459
42.51,-83.15,2005,58621,"Royal Oak MI",34.1174664369424
32.81,-117.14,1993,1160603,"San Diego CA",34.1201944161785
37.39,-122.03,1990,117229,"Sunnyvale CA",34.1212498613824
30.31,-97.75,1998,559758,"Austin TX",34.1218883874817
43.08,-89.39,2000,208054,"Madison WI",34.1257558133946
37.63,-122.1,2007,140603,"Hayward CA",34.1386741392431
33.12,-117.29,1991,64440,"Carlsbad CA",34.1402855369336
33.84,-118.26,1972,70298,"Carson CA",34.1403738370935
37.08,-76.51,1982,149370,"Newport News VA",34.1434022896164
42.96,-85.66,2006,193297,"Grand Rapids MI",34.1443478170898
38.25,-122.04,2006,105417,"Fairfield CA",34.1500896439853
43.08,-89.39,1995,196156,"Madison WI",34.1564876934685
35.25,-81.17,1991,55626,"Gastonia NC",34.1566893179448
32.86,-97.22,2005,61478,"North Richland Hills TX",34.1585607859722
46.25,-119.13,2008,55612,"Pasco WA",34.1652880673236
38.04,-84.46,1979,193172,"Lexington KY",34.1664423415402
37.37,-121.97,1990,93613,"Santa Clara CA",34.1832865093523
39.7,-105.11,1984,122860,"Lakewood CO",34.1852515057789
40.2,-85.39,1975,67277,"Muncie IN",34.1870178515689
44.27,-88.4,2008,58494,"Appleton WI",34.1915410127534
35.82,-90.69,2010,67263,"Jonesboro AR",34.1941334760567
34.02,-118.11,1994,61414,"Montebello CA",34.1941576839157
42.8,-73.93,1996,64330,"Schenectady NY",34.198663143168
32.81,-117.14,1985,988284,"San Diego CA",34.2006953466817
40.86,-74.13,1973,55543,"Passaic NJ",34.2077309471941
41.07,-85.14,2007,248423,"Fort Wayne IN",34.2158334775766
34.61,-118.09,2003,125651,"Palmdale CA",34.2217730061838
37.4,-122.08,1985,64284,"Mountain View CA",34.2231348391513
34.12,-117.19,2007,52582,"Highland CA",34.2322467764634
38.96,-95.26,1981,52582,"Lawrence KS",34.2322467764634
37.69,-122.47,1981,78862,"Daly City CA",34.2370216327255
42.64,-71.32,1985,93436,"Lowell MA",34.2480414401301
36.27,-115.14,2003,140133,"North Las Vegas NV",34.2531737706322
40.51,-78.4,1996,52548,"Altoona PA",34.2543959808175
45.79,-108.54,1982,70058,"Billings MT",34.2573296411545
21.32,-157.8,1982,785181,"Honolulu HI",34.2596165724846
37.87,-122.27,1993,102156,"Berkeley CA",34.2613258154196
33.74,-117.88,1978,183875,"Santa Ana CA",34.2624065261727
33.94,-117.4,1970,140089,"Riverside CA",34.2639322145208
33.24,-87.54,2010,90468,"Tuscaloosa AL",34.2662598930008
32.99,-96.9,1988,35019,"Carrollton TX",34.2671121391245
21.32,-157.8,1981,773331,"Honolulu HI",34.2673447721609
38.96,-95.26,1979,52524,"Lawrence KS",34.2700479780672
36.56,-87.35,1981,55436,"Clarksville TN",34.2737571253337
44.76,-93.28,1992,52517,"Burnsville MN",34.2746158386808
37.76,-87.12,1984,55425,"Owensboro KY",34.2805593143888
38.55,-121.74,2006,61256,"Davis CA",34.2823560141047
29.99,-90.25,1983,70002,"Kenner LA",34.2847347218651
41.07,-85.14,1974,183755,"Fort Wayne IN",34.2847813664934
33.86,-118.38,1984,61249,"Redondo Beach CA",34.2862740616173
42.48,-83.26,2007,75830,"Southfield MI",34.287221416326
33.54,-112.07,2004,1428973,"Phoenix AZ",34.2903609795286
38.3,-122.3,2003,75819,"Napa CA",34.2921958875744
38.55,-121.74,2007,61238,"Davis CA",34.2924328031614
43.1,-75.23,2002,61230,"Utica NY",34.296913277805
41.56,-90.6,1977,102046,"Davenport IA",34.2982576485115
39.78,-89.64,1979,87461,"Springfield IL",34.3010027326466
37.3,-120.48,2009,78693,"Merced CA",34.3105485875491
41.76,-72.62,1985,52460,"East Hartford CT",34.3118566526878
26.63,-81.85,2009,67031,"Fort Myers FL",34.3124822843162
42.28,-83.73,1985,107832,"Ann Arbor MI",34.3126344684324
36.68,-121.64,1982,84510,"Salinas CA",34.3154656253698
29.9,-93.93,1996,61194,"Port Arthur TX",34.3170899107756
34.12,-117.66,1986,55365,"Upland CA",34.3177097444234
41.37,-72.89,1990,52434,"Hamden CT",34.3288705801579
26.2,-97.69,2006,64084,"Harlingen TX",34.3299419511891
25.93,-97.48,1997,119421,"Brownsville TX",34.3323201112032
41.84,-87.68,1966,3600000,"Chicago IL",34.3333333333333
43.01,-88.24,2008,66984,"Waukesha WI",34.3365579839962
34.12,-117.66,1989,64062,"Upland CA",34.3417314476601
42.1,-75.91,1988,52414,"Binghamton NY",34.3419697027512
34.08,-118.13,1984,69882,"Alhambra CA",34.343607795999
38.79,-90.52,1994,58233,"Saint Charles MO",34.3447873199045
40.91,-74.16,1996,139759,"Paterson NJ",34.3448364684922
35.46,-97.37,2007,55315,"Midwest City OK",34.3487300009039
33.81,-117.82,1977,84420,"Orange CA",34.3520492774224
41.87,-71.37,1992,72754,"Pawtucket RI",34.3623718283531
32.8,-116.96,1995,93124,"El Cajon CA",34.3627851037327
38.45,-122.7,1985,93124,"Santa Rosa CA",34.3627851037327
32.69,-97.02,1998,104760,"Grand Prairie TX",34.3642611683849
33.84,-118.26,1975,78567,"Carson CA",34.3655733323151
40.91,-73.83,1984,66925,"Mount Vernon NY",34.3668285394098
25.98,-80.33,2000,72739,"Miramar FL",34.3694579249096
35.97,-83.95,1978,189118,"Knoxville TN",34.370075825675
41.71,-71.11,1982,93089,"Fall River MA",34.3757049705121
40.22,-74.76,1969,101810,"Trenton NJ",34.3777624987722
39.3,-76.61,1966,922000,"Baltimore MD",34.3817787418655
26.64,-82,2005,130874,"Cape Coral FL",34.3842168803582
37.98,-87.54,1978,133764,"Evansville IN",34.3889237762029
42.67,-73.8,1980,101767,"Albany NY",34.3922882663339
37.69,-121.76,2005,78501,"Livermore CA",34.3944663125311
42.28,-83.73,1982,98852,"Ann Arbor MI",34.3948529114231
33.39,-111.93,1994,151152,"Tempe AZ",34.402455806076
40.56,-105.07,1981,66854,"Fort Collins CO",34.4033266521076
37.4,-79.19,2010,75568,"Lynchburg VA",34.4060978191827
32.35,-86.28,1973,139500,"Montgomery AL",34.4086021505376
42.1,-75.91,1993,52306,"Binghamton NY",34.4128780637021
39.47,-87.38,1980,61020,"Terre Haute IN",34.4149459193707
35.46,-97.37,2005,55201,"Midwest City OK",34.4196663103929
33.84,-118.26,1987,90060,"Carson CA",34.4214967799245
33.38,-86.82,2006,49387,"Hoover AL",34.422013890295
42.39,-71.1,2002,78438,"Somerville MA",34.4220913332823
38.96,-95.26,1992,66810,"Lawrence KS",34.4259841341117
33.3,-111.87,1988,72619,"Chandler AZ",34.4262520827883
37.63,-122.1,1977,95841,"Hayward CA",34.4320280464519
33.84,-118.26,1992,87118,"Carson CA",34.43605225097
33.96,-118.34,1999,113253,"Inglewood CA",34.4361738761887
30.31,-97.75,1999,560389,"Austin TX",34.4403619628508
40.86,-74.13,1980,52260,"Passaic NJ",34.443168771527
37.98,-87.54,1975,133524,"Evansville IN",34.4507354483089
41.84,-87.68,1968,3590557,"Chicago IL",34.4514792551685
43.04,-76.14,1997,159610,"Syracuse NY",34.4589937973811
37.99,-121.8,2006,101537,"Antioch CA",34.4701931315678
40.2,-85.39,1996,72511,"Muncie IN",34.4775275475445
32.81,-117.14,1994,1168785,"San Diego CA",34.4802508587978
43.08,-89.39,1977,171108,"Madison WI",34.4811464104542
33.58,-112.2,2005,243608,"Glendale AZ",34.4816262191718
42.96,-85.66,2003,197173,"Grand Rapids MI",34.4874805373961
25.98,-80.33,1999,57964,"Miramar FL",34.5041750051756
33.99,-118.09,1977,52167,"Pico Rivera CA",34.5045718557709
41.58,-93.62,1978,194163,"Des Moines IA",34.5070894042634
28.04,-81.96,2004,89812,"Lakeland FL",34.516545673184
35.82,-78.66,1988,188308,"Raleigh NC",34.5179174543832
45.48,-122.82,2010,89803,"Beaverton OR",34.5200048996136
42.08,-71.03,1971,89800,"Brockton MA",34.5211581291759
33.88,-117.93,1978,98487,"Fullerton CA",34.5223227431032
33.84,-117.87,1997,289645,"Anaheim CA",34.5250220097015
26.24,-80.13,1990,72411,"Pompano Beach FL",34.5251412078275
42.88,-112.47,2003,52130,"Pocatello ID",34.5290619604834
32.03,-102.1,1986,101362,"Midland TX",34.5297054122847
42.58,-83.03,1991,118731,"Sterling Heights MI",34.5318408840151
33.91,-118.35,2003,86836,"Hawthorne CA",34.5478833663458
40.25,-111.64,1990,86835,"Provo UT",34.5482812230092
40.6,-75.48,1982,104200,"Allentown PA",34.5489443378119
33.93,-117.21,2002,147612,"Moreno Valley CA",34.5500365823917
39.04,-95.69,1982,118667,"Topeka KS",34.5504647458855
26.03,-80.16,1985,124451,"Hollywood FL",34.551751291673
42.38,-71.12,1992,95508,"Cambridge MA",34.5520794069607
45.79,-108.54,1989,78136,"Billings MT",34.5551346370431
35.57,-82.55,1996,66560,"Asheville NC",34.5552884615385
47.6,-122.16,1984,75232,"Bellevue WA",34.5597618034879
33.91,-118.08,1975,86795,"Norwalk CA",34.5642030070857
41.84,-87.68,1965,3538000,"Chicago IL",34.5675522894291
41.19,-73.2,1995,133057,"Bridgeport CT",34.5716497440946
42.68,-89.02,1997,57845,"Janesville WI",34.5751577491572
33.42,-111.74,1985,202450,"Mesa AZ",34.5764386268214
42.51,-83.15,1987,66513,"Royal Oak MI",34.5797062228437
33.69,-118.01,1980,170597,"Huntington Beach CA",34.5844299723911
33.91,-118.08,1982,89614,"Norwalk CA",34.5928091592831
42.49,-92.35,1990,66467,"Waterloo IA",34.603637895497
41.31,-72.92,1972,135811,"New Haven CT",34.6069169654888
33.89,-118.3,1997,54901,"Gardena CA",34.6077484927415
29.77,-95.39,2010,2057280,"Houston TX",34.6088038575206
29.9,-93.93,2003,57769,"Port Arthur TX",34.6206442901902
33.78,-117.96,1972,124200,"Garden Grove CA",34.621578099839
30.39,-89.07,2006,72202,"Gulfport MS",34.6250796376832
47.62,-122.35,1999,542954,"Seattle WA",34.6254010468658
29.66,-95.15,2003,147289,"Pasadena TX",34.6258036920612
33.75,-117.99,1987,75081,"Westminster CA",34.6292670582438
37.71,-122.15,1986,69301,"San Leandro CA",34.6315348984863
43.08,-89.39,1988,179010,"Madison WI",34.6349365957209
26.17,-80.23,2006,60627,"Lauderhill FL",34.6380325597506
35.46,-97.37,2004,54849,"Midwest City OK",34.6405586245875
21.32,-157.8,1980,762020,"Honolulu HI",34.644759980053
32.51,-84.87,1982,176032,"Columbus GA",34.6527904017451
48.74,-122.47,2004,72130,"Bellingham WA",34.6596423124913
33.91,-118.08,1987,92326,"Norwalk CA",34.6597924744926
47.62,-122.35,1970,530831,"Seattle WA",34.6626327399869
37.66,-120.99,1973,75008,"Modesto CA",34.6629692832765
33.99,-118.09,1989,57698,"Pico Rivera CA",34.6632465596728
42.51,-83.15,2007,57695,"Royal Oak MI",34.6650489643817
33.93,-117.21,2007,190248,"Moreno Valley CA",34.6915604894664
38.11,-122.26,2003,121055,"Vallejo CA",34.6949733592169
33.94,-118.19,1984,74922,"South Gate CA",34.7027575345026
42.7,-71.16,1982,63389,"Lawrence MA",34.7063370616353
33.61,-117.87,1975,60506,"Newport Beach CA",34.7073017551978
32.8,-116.96,1988,89308,"El Cajon CA",34.7113360505218
37.4,-79.19,1999,66259,"Lynchburg VA",34.7122655035542
33.58,-101.88,1976,161323,"Lubbock TX",34.7129671528548
34.06,-117.17,1997,66243,"Redlands CA",34.720649729028
33.61,-117.87,1992,69121,"Newport Beach CA",34.7217198825249
34.94,-120.44,1999,69119,"Santa Maria CA",34.7227245764551
40.72,-74.17,2000,273546,"Newark NJ",34.7290766452443
45.79,-108.54,2005,97898,"Billings MT",34.7300251281947
36.08,-79.83,1984,161232,"Greensboro NC",34.7325592934405
40.42,-105.07,2008,66204,"Loveland CO",34.7411032566008
34.08,-118.13,1988,74835,"Alhambra CA",34.7431014899446
41.19,-73.2,2003,141030,"Bridgeport CT",34.7443806282351
33.91,-118.08,1974,89215,"Norwalk CA",34.7475200358684
42.38,-71.12,1996,100725,"Cambridge MA",34.7480764457682
34.14,-117.29,1968,106480,"San Bernardino CA",34.748309541698
32.99,-96.9,1985,31650,"Carrollton TX",34.7551342812006
36.17,-86.78,1971,451705,"Nashville TN",34.7571977286061
41.4,-73.47,1982,60410,"Danbury CT",34.7624565469293
41.08,-111.95,2007,63284,"Layton UT",34.7639213703306
34.07,-118.03,1998,112142,"El Monte CA",34.7773358777265
37.95,-122.36,2004,103507,"Richmond CA",34.7802564077792
39.6,-104.85,2007,97746,"Centennial CO",34.7840320831543
39.7,-105.11,1990,126481,"Lakewood CO",34.78783374578
31.1,-97.36,2010,66102,"Temple TX",34.794711203897
37.3,-121.85,1973,523000,"San Jose CA",34.7992351816444
29.66,-95.15,2005,146546,"Pasadena TX",34.8013593001515
41.37,-72.89,1985,51718,"Hamden CT",34.804130090104
33.69,-112.24,1998,80417,"Peoria AZ",34.818508524317
32.97,-96.71,1992,71799,"Richardson TX",34.8194264544074
32.68,-114.62,2005,86157,"Yuma AZ",34.8201539050803
42.96,-85.66,2005,195274,"Grand Rapids MI",34.8228642830075
39.17,-86.52,2007,68918,"Bloomington IN",34.8239937316811
38.79,-90.52,1990,54555,"Saint Charles MO",34.8272385665842
38.36,-121.97,2002,91881,"Vacaville CA",34.8276575135229
39.74,-75.53,1973,80386,"Wilmington DE",34.8319359092379
40.28,-76.88,1973,68900,"Harrisburg PA",34.833091436865
35.57,-82.55,2000,68889,"Asheville NC",34.8386534860428
29.9,-93.93,1971,57400,"Port Arthur TX",34.8432055749129
41.87,-71.37,1994,71740,"Pawtucket RI",34.8480624477279
38.3,-122.3,1991,63130,"Napa CA",34.848724853477
42.38,-71.12,1995,100428,"Cambridge MA",34.8508384115984
31.57,-97.18,1979,109032,"Waco TX",34.8521534962213
29.3,-94.81,1969,74600,"Galveston TX",34.8525469168901
40.03,-105.25,2000,94673,"Boulder CO",34.8568229590274
42.02,-93.63,2007,51622,"Ames IA",34.8688543644183
38.57,-121.47,1999,410089,"Sacramento CA",34.8704793349736
34.06,-117.76,1999,137646,"Pomona CA",34.8720631184342
41.08,-111.95,2009,65947,"Layton UT",34.876491728206
33.98,-118.22,2006,63054,"Huntington Park CA",34.8907285818505
42.68,-89.02,1995,57320,"Janesville WI",34.8918353105373
42.38,-71.12,1984,94568,"Cambridge MA",34.8955249132899
30.33,-81.66,1968,504350,"Jacksonville FL",34.896401308615
26.24,-80.13,2001,80217,"Pompano Beach FL",34.9053193213409
42.28,-83.73,1976,106000,"Ann Arbor MI",34.9056603773585
27.91,-82.78,1995,68755,"Largo FL",34.9065522507454
46.88,-96.82,1996,80213,"Fargo ND",34.9070599528755
41.66,-83.58,1973,386700,"Toledo OH",34.910783553142
25.86,-80.3,1998,209069,"Hialeah FL",34.9167021413983
33.88,-117.93,1976,94500,"Fullerton CA",34.9206349206349
29.46,-98.51,1976,753069,"San Antonio TX",34.9237586462861
33.85,-118.12,1980,74438,"Lakewood CA",34.9283967865875
42.13,-80.09,1986,117350,"Erie PA",34.9382190029825
32.84,-83.66,1979,123069,"Macon GA",34.9397492463577
35.85,-86.39,2010,108755,"Murfreesboro TN",34.940922256448
34.16,-118.14,1986,131650,"Pasadena CA",34.941131788834
30.45,-91.13,2004,226063,"Baton Rouge LA",34.9460106253566
30.45,-91.13,1970,165963,"Baton Rouge LA",34.947548549978
37.66,-120.99,2006,208875,"Modesto CA",34.949132256134
37.3,-121.85,1972,495000,"San Jose CA",34.9494949494949
46.88,-96.82,2004,91560,"Fargo ND",34.9497597204019
38.25,-122.04,2003,103004,"Fairfield CA",34.9500990252806
44.96,-93.27,1968,457768,"Minneapolis MN",34.9522028625854
46.78,-92.12,1987,82964,"Duluth MN",34.9549202063546
36.13,-95.92,1972,337549,"Tulsa OK",34.9578875955787
36.68,-76.31,2007,223093,"Chesapeake VA",34.9629974943185
36.58,-79.41,1999,51479,"Danville VA",34.965714174712
26.15,-80.3,2000,85779,"Sunrise FL",34.9735949358234
41.09,-73.42,1979,77198,"Norwalk CT",34.9749993523148
35.82,-78.66,1999,263008,"Raleigh NC",34.9799245650322
33.94,-118.13,1985,88616,"Downey CA",34.9823959555836
28.04,-81.96,2009,94322,"Lakeland FL",34.9865354848286
36.68,-76.31,1965,88600,"Chesapeake VA",34.9887133182844
37.87,-122.27,1994,102876,"Berkeley CA",34.9935845095066
41.4,-73.47,1981,60008,"Danbury CT",34.9953339554726
27.53,-99.49,2008,222870,"Laredo TX",34.9979808857181
41.51,-81.56,1975,60000,"Cleveland Heights OH",35
36.74,-76.04,1981,265704,"Virginia Beach VA",35.0013548911571
39.93,-83.8,1979,74256,"Springfield OH",35.0140056022409
29.57,-95.54,2003,54263,"Missouri City TX",35.0146508670733
42.64,-71.32,2001,105668,"Lowell MA",35.0153310368323
33.99,-118.09,1983,57113,"Pico Rivera CA",35.018297060214
27.49,-82.58,2007,54253,"Bradenton FL",35.0211048236964
27.91,-82.78,1990,65674,"Largo FL",35.0214696835886
37.98,-122.51,2001,57105,"San Rafael CA",35.0232028719026
